"Titles","Year","Cited by","Link"
"Summary of the first network-centric Sensing Community Workshop, 'Netted Sensors: A government, industry and academia dialogue'","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747349469&doi=10.1117%2f12.670550&partnerID=40&md5=16cb5fc0536976a924da02cb347023f9"
"A Franco-German unmanned contermine system demonstrator","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748543916&doi=10.1117%2f12.665481&partnerID=40&md5=6ca7bb0c7c2b2904da80ebc4c8edac16"
"Thermal infrared panoramic imaging sensor","2006","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747703696&doi=10.1117%2f12.678545&partnerID=40&md5=cf2f99824800e306a10e304806c9fcc0"
"Double precision nonlinear cell for fast independent component analysis algorithm","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747371199&doi=10.1117%2f12.673535&partnerID=40&md5=54be4488597dbe9f8996bd67e2687b76"
"SeeCoast port surveillance","2006","34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747648633&doi=10.1117%2f12.666980&partnerID=40&md5=4d5a1f4629c2c332cccfbc9c829e1feb"
"Seismic systems for unconventional target detection and identification","2006","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747672102&doi=10.1117%2f12.668930&partnerID=40&md5=85b22f4d1be57e0106d3b019fcbf6add"
"Lockheed targets JSF software hurdle","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859290979&partnerID=40&md5=5116b83643f52cf640c6b36bb8572105"
"Saab Systems unveils EOS 500 naval sensor","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049115773&partnerID=40&md5=5d4eff9f262298c8cc3c4631aaebeeea"
"Near earth propagation of distributed sensors: Problems and solutions","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747379094&doi=10.1117%2f12.665035&partnerID=40&md5=6334afe46d6ecbd565945e87b8ca52ec"
"Lockheed Martin lands offboard ASW deal","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751001633&partnerID=40&md5=d00618d71da56be10646143beca5d92f"
"Architecture for Autonomy","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748568762&doi=10.1117%2f12.669496&partnerID=40&md5=59b56803e32dcea6bb16d51bb0ff4347"
"Process detection in homeland security and defense applications","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747676120&doi=10.1117%2f12.670120&partnerID=40&md5=5db37ac726341b406c7d2cde37399fc7"
"The challenge of scalable and distributed fusion of disparate sources of information","2006","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747370715&doi=10.1117%2f12.666395&partnerID=40&md5=a9bc3f9a14c4e26a429b5fc9d07000df"
"Australia sanctions next step in submarine upgrade","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751008045&partnerID=40&md5=c7f0c2fe5db4b549571f16725803dc92"
"SLD 500 sets the scene for sniper detection","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049101482&partnerID=40&md5=ad2c7a5211e3033cad544b6e58b840b9"
"Current infrared target acquisition approach for military sensor design and wargaming","2006","54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747649188&doi=10.1117%2f12.660963&partnerID=40&md5=7d27a98c2a33c54502b3b4cc93529d36"
"VSR meets test milestone for DDG-1000","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859292351&partnerID=40&md5=f1efa5c555127a92f5d7e6714cca8618"
"CUV's Helikite system opens eyes in sky","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049101481&partnerID=40&md5=69be0de82d6f0fcedbd9950aefe1fe53"
"The art of detection: UGS systems make a quantum leap in reliability and utility","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049105046&partnerID=40&md5=e85dc9caa03150f77437029c7399a3ea"
"A fusion approach for coarse-to-fine target recognition","2006","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747370434&doi=10.1117%2f12.661133&partnerID=40&md5=0af5c340170a1f27f100a6851b0f5ac2"
"Coordinated multi-wavelength laser system propagation experiments","2006","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747371882&doi=10.1117%2f12.665449&partnerID=40&md5=c246798a3a5b23392ef9072617a6e01f"
"Mariner sets sights on US BAMS contest","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748312183&partnerID=40&md5=52f107b6c2eabd90e61184f90b4036bd"
"Security and the global supply chain","2006","97","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751005605&partnerID=40&md5=5c7a15b2d3c45ad0e6f246290c51a087"
"ARV robotic technologies (ART) - A risk reduction effort for future unmanned systems","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748577197&doi=10.1117%2f12.664173&partnerID=40&md5=d8d59ef078743afeecb66b094a32dffa"
"US eyes hyperspectral technology for UAVs","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859284976&partnerID=40&md5=2137b4e82d607d172eacf6b608e24b75"
"Commodity cluster and hardware-based massively parallel implementations of hyperspectral imaging algorithms","2006","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748653816&doi=10.1117%2f12.665464&partnerID=40&md5=d7ef8af5bc304be3ce92559b923755ba"
"Blue Rose perimeter defense and security system","2006","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747629862&doi=10.1117%2f12.664409&partnerID=40&md5=40ec4e458dc51ed1b98fdd1d83b51e7e"
"New MPCV is armed and dangerous","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745777409&partnerID=40&md5=765b8f17ed88719de9b43e259cba5b15"
"Detecting scene changes using synthetic aperture radar interferometry","2006","75","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746874111&doi=10.1109%2fTGRS.2006.872910&partnerID=40&md5=31a0ddac2a3e7f901932b267252726a8"
"US seeks 'instant' missile-defence solution","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746775310&partnerID=40&md5=12ef2b10c9c4bc7ea6dfd3c103346470"
"Zeolite fiber integrated microsensors for highly sensitive point detection of chemical agents","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747337189&doi=10.1117%2f12.665830&partnerID=40&md5=10c9d800fc6799d4aed5e3ade237ebc2"
"US building up mission to counter terrorism in south","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744826532&partnerID=40&md5=838f13c9faa0526b5d8ad1cffb5b0f6a"
"ACMENet: An underwater acoustic sensor network protocol for real-time environmental monitoring in coastal areas","2006","74","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746374275&doi=10.1049%2fip-rsn%3a20045060&partnerID=40&md5=782b88c7da324ec16f0fa4d62436e0e8"
"Flaws in the system: Modern operations test the theory of network centricity","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745787043&partnerID=40&md5=e9a2a3f58484d5cc52dd898f4ee1a1d7"
"Saab develops PLSS RWS surveillance mast for Swedish Leopard 2A5 MBTs","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745798190&partnerID=40&md5=37d6d83d877e46f17d1455e363262e70"
"Submit Secure Border Initiative plans or risk project funding, US tells DHS","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745765897&partnerID=40&md5=0462a9f35a3247c00c5c3d29a7bde693"
"US holds landmark PCS field experiment","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744813841&partnerID=40&md5=2c480dd9d57897831ec282f1e7bd3fec"
"Error sources in in-plane silicon tuning-fork MEMS gyroscopes","2006","255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745181657&doi=10.1109%2fJMEMS.2006.876779&partnerID=40&md5=e47442bfc038f2a7790fe46a2f919501"
"Deep-UV solid state light sources in the tactical biological sensor","2006","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747344945&doi=10.1117%2f12.665769&partnerID=40&md5=dc587cf1738fef1559d1193b14d18dab"
"NASA MODIS previews NPOESS VIIRS capabilities","2006","32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748526826&doi=10.1175%2fWAF935.1&partnerID=40&md5=02f4c53d50751463ad8144b58c95b76d"
"Lockheed Martin to deliver refresh for sonar suite","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745776948&partnerID=40&md5=688be83a70a4c18a4ac396c9ea536c9c"
"Northrop Grumman and Selex seal DIRCM partnership","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746750880&partnerID=40&md5=e24110a14306530a7a9d1e4eb23128bc"
"Exploitation of a priori knowledge for information fusion","2006","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644982293&doi=10.1016%2fj.inffus.2004.11.001&partnerID=40&md5=e13aed47a5c0cfaecb334013f1c21dd0"
"Operational urgency","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747096665&partnerID=40&md5=4704d71b5c996c7211cbc8aab9d4d3f0"
"Farnborough air show: UK appoints team to drive complex weapons sector","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858938051&partnerID=40&md5=26d5eca6431fc205e28ad561339fcc92"
"US Army expects first components of FCS in 2008","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745791968&partnerID=40&md5=c6493347735de50e7700505483d7ea62"
"Aircraft voice intercommunications system design for Project Oculus","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747343176&doi=10.1117%2f12.666097&partnerID=40&md5=787d2d92587e82b64bbba7e22d302a29"
"Reduced-order EKF application in a marine INS/GPS navigation system","2006","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750430344&partnerID=40&md5=b911d778543c4c6c70d8bb6b2a2003d6"
"Rafael, Raytheon chosen for SRBMD interceptor","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744802207&partnerID=40&md5=32c981e1989b9a543ffb6089e395486a"
"MUAS progress boosts Australian UAV plans","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746710348&partnerID=40&md5=dbf1113397573f5ce5621007069da8bd"
"Phase coherence adaptive processor for automatic signal detection and identification","2006","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747345598&doi=10.1117%2f12.665624&partnerID=40&md5=14f5330f4a93e5cc3b2f0ec0af8f7d32"
"US tests missile-defence sensors","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744808043&partnerID=40&md5=9d4e9af07662dad5d7e4de117b65e1f2"
"SAAB Systems teams with SWE-DISH to offer mobile satcom","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745794483&partnerID=40&md5=5487c554b3cc80e9de3a069272697a3c"
"Balancing search and target response in cooperative unmanned aerial vehicle (UAV) teams","2006","103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744517415&doi=10.1109%2fTSMCB.2005.861881&partnerID=40&md5=89d349056985a00d480e0fd7f27ce20b"
"Surface ships strive to survive the modern torpedo threat","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744820604&partnerID=40&md5=5e2a35f637c020a3c50103b5bc12046b"
"Eurosatory 2006: Saab develops urban surveillance mast for Leopard 2","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745795338&partnerID=40&md5=f626f10009acd54bda7b01643eebe202"
"Netherlands' aerospace companies aim for stake in RNLAF MALE UAV programme","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049129149&partnerID=40&md5=d0b9cd02c6d80fbf76c3b3ecf45c6fd6"
"Handheld threat object identification performance of 2-D visible imagery versus 3-D visible imagery","2006","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748600435&doi=10.1117%2f1.2209650&partnerID=40&md5=b3d0cc24a2a0db987355277abbf25074"
"A smart indoor air quality sensor network","2006","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745958042&doi=10.1117%2f12.661257&partnerID=40&md5=ae0b34ccb3c2e4dbe084cffb499722e2"
"Colombian EMB-314s to carry laser-guided bombs","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745772819&partnerID=40&md5=d191ef394fcd548c935c69f678834b5f"
"Operators seek low-cost options for maritime patrol","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745766882&partnerID=40&md5=3f9a26cbcf80f5a184c7908a7a33b67f"
"US Coast Guard gets I-band surveillance radar","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049119131&partnerID=40&md5=cb91f0f039a6e93a4185facf071e87e1"
"Harsh trajectories","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747119797&partnerID=40&md5=f3ed52078fc3631cdaaa75d4b16fefbc"
"Harris and Telonics team-up on remote sensor","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745797488&partnerID=40&md5=1073217569a72b7d304743eba4c96a15"
"Lockheed Martin gets Savi","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745773296&partnerID=40&md5=24249a4beeda438c2dc1a1f78a7d91fd"
"Investigation of photoacoustic spectroscopy for biomolecular detection","2006","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745426545&doi=10.1117%2f12.674408&partnerID=40&md5=5f3d236f8a7a4759f89ea62d0e2b55ba"
"Screening of nerve agent degradation products by MALDI-TOFMS","2006","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745727519&doi=10.1021%2fac060007k&partnerID=40&md5=09141a666b68d82a2296f06eb33daba0"
"Farnborough Air Show: EADS, DARE unite for missile warning system development","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746742968&partnerID=40&md5=fefcaada8dc5abc1306bc5059da8687c"
"Data collection and simulation of high range resolution laser radar for surface mine detection","2006","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747203991&doi=10.1117%2f12.665443&partnerID=40&md5=db11fc6bc776bd1025949c6579afd455"
"Eurosatory 2006: EMT displays quieter FanCopter","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745794899&partnerID=40&md5=1df01cecb9b3f94cc10fd66c707f32f8"
"Microfabricated atomic clocks and magnetometers","2006","52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745195989&doi=10.1088%2f1464-4258%2f8%2f7%2fS04&partnerID=40&md5=8046faaf23ff9b1f9595f95bbf4dd8a2"
"Caucasus considered as base for US missile sensor","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858943214&partnerID=40&md5=d6c5b32fdadb346d7c1d57c9202857a1"
"BAE Systems tests homeland market","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858941552&partnerID=40&md5=36fa1c1c43eab9852322952132229ea3"
"Reliability of microcantilevers in liquid environments","2006","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646053820&doi=10.1117%2f12.646514&partnerID=40&md5=3b471493447f23d8bef1fa7a1060d13b"
"Orion HALL UAV mock-up unveiled","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858934987&partnerID=40&md5=e88e18bafcb9bad0a425a89c9099f27c"
"Research and realization of multi-radar netting simulation","2006","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748689107&partnerID=40&md5=42396bcc2e68d202cd6522e618bffc58"
"ScanEagle UAV modified to detect biological weapons","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745783969&partnerID=40&md5=82be4366cdf954f6e36c4e41445508e2"
"US boosts surveillance capability in Iraq","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858942239&partnerID=40&md5=d8f29b9dfc5570139a5a57a10fd89954"
"UK contracts ultra for warrior IFV battery monitoring systems","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049098132&partnerID=40&md5=5c43134a8d24767b19c5896a0d3972c5"
"Poland deploys SSOT fixed surveillance system to Iraq for main base defence","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049116724&partnerID=40&md5=ed119e86abf7e19ab97156a99bea18f6"
"Taiwan proposes agency to promote foreign military sales","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744832608&partnerID=40&md5=d14c6f281b07f527cbd2eb6603389d5c"
"CoT exercise brings step change in air-ground data flows","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858940058&partnerID=40&md5=8031d8020e043e8292a00bf4539e3b3a"
"TNO outlines 39-month study into torpedo defence system for RNLN","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746693692&partnerID=40&md5=b6c2b745d6bb30d127fc911871f5c34e"
"Kaman 'close to completing' RAN Seasprites","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746730442&partnerID=40&md5=f2ad80c19ea490be0a21ee6a6f6d2102"
"Tactical optical systems for a network-centric environment","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747342170&doi=10.1117%2f12.670554&partnerID=40&md5=82c9eb651fce9630387e3b958349143a"
"Handheld Standoff Mine Detection System (HSTAMIDS) field evaluation in Namibia","2006","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747340156&doi=10.1117%2f12.664456&partnerID=40&md5=39dc2ce374000d69ad13f1bfb6ddce75"
"BMS modernisation gathers momentum in drive towards networked capability","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049114144&partnerID=40&md5=deeb435f94698bd7b71a0d717e1d50b4"
"IMI brandishes Iron Fist for armour protection","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049101757&partnerID=40&md5=1712172667bad263f3756f9cd83d4e8a"
